replication,delta_E
2441,-0.25216861048374717
2442,-0.3007950831778292
2443,-0.039325472321116696
2444,-0.2594460484047856
2445,-0.09008271280478944
2446,-0.3701370990946837
2447,-0.3301103695270123
2448,-0.21177621186395287
2449,-0.4387662729126995
2450,-0.3246225032732791
2451,-0.22238020687938892
2452,-0.3310293204148654
2453,-0.199022165277533
2454,-0.11381670026461693
2455,-0.3760386178478637
2456,-0.24758049469582355
2457,-0.19789534286613342
2458,-0.346006862540824
2459,-0.30529452791219014
2460,-0.22551580997301612
2461,-0.1931849894147459
2462,-0.28855797175146347
2463,-0.29571597948048356
2464,-0.35850477505713596
2465,-0.3067975098726047
2466,-0.22858135716631559
2467,-0.39258453387976616
2468,-0.4051358560147087
2469,-0.14987415144552887
2470,-0.23317404051201046
2471,-0.0977556047634261
2472,-0.4503444927357088
2473,-0.4111106885179207
2474,-0.2376819702364148
2475,-0.1658172137300936
2476,-0.45553788503203824
2477,-0.28488529767775
2478,-0.16929371536326412
2479,-0.2749454851272337
2480,-0.17737684727289235
2481,-0.23596973653811398
2482,-0.30975634581631045
2483,-0.012220805152054657
2484,-0.2971316545101805
2485,-0.1202675983059965
2486,-0.24590214135359867
2487,-0.385093361109881
2488,-0.1563021364954642
2489,-0.07537090434175686
2490,-0.2507429157658446
2491,-0.37260048185837175
2492,-0.24081365909667768
2493,-0.2952127755390617
2494,-0.30598302209110656
2495,-0.2549424908951444
2496,-0.21841339594971804
2497,-0.16361961940774505
2498,-0.20261613676754806
2499,-0.35774574678111914
2500,-0.3011321128885433
2501,-0.07349958214431504
2502,-0.34665301326019954
2503,-0.22549040609451587
2504,-0.30240811110418564
2505,-0.37471006593834366
2506,-0.33103264101661395
2507,-0.18433509842361265
2508,-0.057243166785134275
2509,-0.266125792345201
2510,-0.377279214930245
2511,-0.05728128845702814
2512,-0.3774147317605747
2513,-0.24119037034577007
2514,-0.18298901212594895
2515,-0.1383738790514984
2516,-0.3110466608192543
2517,-0.10796053435536945
2518,-0.050909589811459696
2519,-0.33379223214997616
2520,-0.10053453482238296
2521,-0.4247734157856181
2522,-0.3175953952226593
2523,-0.320821878404405
2524,-0.3173687393280945
2525,-0.3416569647346189
2526,-0.35915098552788827
2527,-0.09971196510006533
2528,-0.2064890313036586
2529,-0.25019219225953565
2530,-0.01566203787986104
2531,-0.33447030299265706
2532,-0.23589160076094703
2533,-0.23312120974123157
2534,-0.27718253686294164
2535,-0.22591342794480254
2536,0.05642023320895737
2537,-0.4786831680435268
2538,-0.2331225841915781
2539,-0.24180425874438474
2540,-0.2053488749761438
2541,-0.31984881760290707
2542,-0.16940956136938465
2543,-0.13076290772878102
2544,-0.20275769464591314
2545,-0.05401027444154509
2546,-0.20137584243123832
2547,-0.4004960339715162
2548,-0.27721724755976923
2549,-0.36377118350818755
2550,-0.29689685842013464
2551,-0.14365679824064256
2552,-0.3678992807299825
2553,-0.27290527001051873
2554,-0.10575756557653358
2555,-0.28555346332861714
2556,-0.20609876522973558
2557,-0.13522580855492566
2558,-0.0037941244333181533
2559,-0.14238052168837725
2560,-0.0743257648928811
2561,-0.3038600949679173
2562,-0.3072094196307157
2563,-0.23153190957418096
2564,-0.3036748267110012
2565,-0.3038199319296808
2566,-0.2813210934330762
2567,-0.3919117729440559
2568,-0.28273359192013015
2569,-0.3253031817591567
2570,-0.1945729627673427
2571,-0.26638203494697416
2572,-0.09628507886319813
2573,-0.21782107668341663
2574,-0.0636147781471911
2575,-0.20755798307043183
2576,-0.21528111239950595
2577,-0.23700811327721763
2578,-0.03187375683638128
2579,-0.1603343905189198
2580,-0.21504127722023292
2581,-0.3304832211606637
2582,-0.3599005693968347
2583,-0.21608174722978443
2584,-0.25902903129246807
2585,-0.22969057012504598
2586,-0.046625104961819167
2587,-0.5002377972777764
2588,-0.33231220910999787
2589,-0.14819378893414475
2590,-0.3901275183267693
2591,-0.2057116826970563
2592,-0.43866364353287296
2593,-0.17378535358450617
2594,-0.06621431271813971
2595,-0.2762329466310993
2596,-0.4423594974474268
2597,-0.16402431726927122
2598,-0.30613339699327496
2599,-0.34005979453535823
2600,-0.17274488286065934
2601,-0.30285766141004455
2602,-0.1371710837847672
2603,-0.2723472069067162
2604,-0.03593152272174223
2605,-0.15654386786443772
2606,-0.0579214210483383
2607,-0.2640656331851739
2608,-0.2802664692945143
2609,-0.1995099297686282
2610,-0.17935732691124825
2611,-0.21226334972640168
2612,-0.19882170491661783
2613,-0.23328577003855328
2614,-0.11265919963106177
2615,-0.28851817784571315
2616,-0.15111947483860896
2617,-0.2445073970833649
2618,-0.20128559264514698
2619,-0.33814063818281737
2620,-0.3884235555573328
2621,-0.15636102789843523
2622,-0.0944369107152896
2623,-0.09931147624770172
2624,-0.054541687075744257
2625,-0.027781761161512663
2626,-0.149973047820541
2627,-0.1470132767343731
2628,-0.3279867830059904
2629,-0.38990709457214795
2630,-0.2747777566477285
2631,-0.20238658253801742
2632,-0.37815032711719565
2633,-0.2386361529767994
2634,-0.3246575091663032
2635,-0.05805657317961898
2636,-0.13605732580841393
2637,-0.26666002451251547
2638,-0.06041074894352486
2639,-0.22297530234989082
2640,-0.319758076958747
2641,-0.15424171759156421
2642,-0.21179149120870744
2643,-0.4034617950759015
2644,-0.30207021693972214
2645,-0.21430741008018633
2646,-0.11912382586690959
2647,-0.06059131431468532
2648,-0.14790285149320218
2649,-0.0190011872390207
2650,0.010363278684333356
2651,-0.4599929508182425
2652,-0.2856867787465241
2653,-0.09613902430199625
2654,-0.321044790409965
2655,-0.35739602675574705
2656,-0.32513530716571826
2657,-0.2852857460909281
2658,-0.2996652151084846
2659,-0.1361299255274385
2660,-0.14059049098273407
2661,-0.3998012382465923
2662,-0.25757407087436485
2663,-0.26114466199356196
2664,-0.14630036550951087
2665,-0.17432571314500891
2666,-0.5744632722764488
2667,-0.1540858917489058
2668,-0.1338179898053426
2669,-0.016579490924188946
2670,-0.30372716083627244
2671,-0.2703538807463784
2672,-0.18115410415057165
2673,-0.36090615668584825
2674,-0.32674032735079767
2675,-0.2277318759543188
2676,-0.3413304204190939
2677,-0.13764133427531186
2678,-0.09557470239994315
2679,-0.3140032052680276
2680,-0.35532198038632373
2681,-0.06945534764445603
2682,-0.23586055774421727
2683,-0.48567185932627116
2684,-0.05069199016455841
2685,-0.33955317932891665
2686,-0.061825122709126004
2687,-0.39350964583760983
2688,-0.22657108640974385
2689,-0.44720005560608245
2690,-0.40812749776256246
2691,-0.18992183955889103
2692,-0.2513635840682161
2693,-0.2647549175801224
2694,-0.35484190227694024
2695,-0.09391075187026697
2696,0.006814373984149213
2697,-0.4490192742974997
2698,-0.4264478063371219
2699,-0.045769003986757095
2700,-0.21357602310638973
2701,-0.2784032187624098
2702,-0.2492806923590984
2703,-0.34349223521985167
2704,-0.2356740833717035
2705,-0.2998753935459275
2706,-0.23109059089737155
2707,-0.14531297262463633
2708,-0.22437311275527067
2709,-0.29468576309715677
2710,-0.2481066869389381
2711,-0.2778804449233219
2712,-0.06798084581528875
2713,-0.34151594992101963
2714,-0.15544432535643435
2715,-0.21776016106551008
2716,-0.2517468630733652
2717,-0.1263622563405782
2718,-0.2476555754452767
2719,-0.2898855846632046
2720,-0.2476865687710432
2721,-0.29708071820843046
2722,-0.24473506636119158
2723,-0.2556380760201189
2724,-0.15281965961874236
2725,-0.21719129754908054
2726,-0.2180780740024256
2727,-0.47633634065864755
2728,-0.3316654697850931
2729,-0.0593938148581361
2730,-0.1286937020221535
2731,-0.24575239624920575
2732,-0.16188031550282828
2733,-0.08985218385943007
2734,-0.4227846746684385
2735,-0.24461696458192916
2736,-0.1795506756142638
2737,-0.2365643166519938
2738,-0.26282929626752416
2739,-0.22977945873720654
2740,-0.08657037715690995
2741,-0.15152535677783763
2742,-0.08603699972690282
2743,-0.3515287885090625
2744,-0.1923536273539213
2745,-0.18277737639467195
2746,-0.19421346346958923
2747,-0.3942410401554159
2748,-0.3919003256775883
2749,-0.07281558388346564
2750,0.008338259547886636
2751,-0.28189118967684684
2752,-0.3148309292266088
2753,-0.11771505269244631
2754,-0.2230867106679491
2755,-0.300454875941659
2756,-0.27849157963522886
2757,-0.19497743126587805
2758,0.0949887495577806
2759,-0.15679164315714608
2760,-0.09179986891769701
2761,-0.23388791439419457
2762,-0.3612036555063436
2763,-0.6355123022629878
2764,-0.22348362388235588
2765,-0.07822131744413503
2766,-0.03812531844334871
2767,-0.11865464462553636
2768,-0.2810408162228746
2769,-0.27391310994693235
2770,-0.32043197222542313
2771,-0.23613676346920592
2772,-0.2872777912981932
2773,-0.1385212909002916
2774,-0.24303079423028273
2775,-0.3898162439277555
2776,-0.15297612073105923
2777,-0.26257606588171156
2778,-0.14747683356004684
2779,-0.27640945708344217
2780,-0.18060010158251594
2781,-0.07190009716881718
2782,-0.3264863944129002
2783,-0.3449770727957935
2784,-0.23659680192121524
2785,-0.2987674406129945
2786,-0.11403779448712123
2787,-0.20622955810147173
2788,-0.17995967814186495
2789,-0.3667614807991425
2790,-0.25446757353240335
2791,-0.27444390017910786
2792,-0.33471006193100145
2793,-0.416721360750216
2794,-0.24574383453090465
2795,-0.26187428970304516
2796,-0.3891297736273101
2797,-0.24434746572271068
2798,-0.31941666374059136
2799,-0.3120329660830402
2800,-0.06020357627684465
2801,-0.09508087360608372
2802,-0.2945715312539254
2803,-0.12260571089162957
2804,-0.1245368094778312
2805,-0.15403857474340096
2806,-0.2182917052509873
2807,-0.2095048064494506
2808,-0.23590253333276348
2809,0.1514274001176641
2810,-0.010613637955118533
2811,-0.3615340983482087
2812,-0.03738298335099388
2813,-0.28567715568656077
2814,-0.38191629882167094
2815,-0.21778122820788365
2816,-0.2914189254285484
2817,-0.24723877001750663
2818,-0.3368590154362855
2819,-0.3198805491941417
2820,-0.13391634848449427
2821,-0.19162501006798172
2822,-0.25824412488309056
2823,0.11968168045602329
2824,-0.2433422308521868
2825,-0.16509958119917376
2826,-0.20763246334350555
2827,-0.27411928733975455
2828,-0.33930362016773047
2829,-0.27782601041996824
2830,-0.1703360705152995
2831,-0.27357030869752413
2832,-0.2325081321700073
2833,-0.23990888366245114
2834,-0.41301143000251495
2835,-0.3059091590858918
2836,-0.32878063520986983
2837,-0.32423635499807696
2838,-0.2452644447984306
2839,-0.08549910604872778
2840,-0.21192748731381422
2841,-0.1706562689276314
2842,-0.21581288047292319
2843,-0.30204581522348967
2844,-0.24240023300442254
2845,-0.22460629182586644
2846,-0.2934890136393951
2847,-0.16467580738239734
2848,-0.050781333066071146
2849,-0.19818795952182058
2850,-0.27836692508711486
2851,0.09724548947063678
2852,-0.29154538694787935
2853,-0.23560558362340384
2854,-0.25562623238721727
2855,-0.3722275123709715
2856,-0.22653439967751401
2857,-0.15069523033072935
2858,-0.4399046424882152
2859,-0.23387343939383579
2860,-0.08915747378273244
2861,-0.08934666555039686
2862,-0.1356973036058115
2863,-0.2246986783574716
2864,0.010298801769243606
2865,-0.4462903983518037
2866,-0.2741707042621613
2867,-0.33121930243755904
2868,-0.23628318451503316
2869,-0.2851721628720622
2870,-0.20666720918629766
2871,-0.22212976626647157
2872,-0.40067353813615403
2873,-0.4816982944948708
2874,-0.3064004450548419
2875,0.007197684238160005
2876,-0.18967616533624543
2877,-0.13911849635700294
2878,-0.38505251450670297
2879,-0.2469296691550059
2880,-0.19637717121836992
2881,-0.18432400695168386
2882,-0.20408757366092087
2883,-0.21841035714191837
2884,-0.31861171159814605
2885,-0.3099356811820416
2886,-0.18253493774378943
2887,-0.02866428371348582
2888,-0.3429471807659896
2889,-0.3263387741238662
2890,-0.19828831161497348
2891,-0.02360122773426596
2892,-0.1327810972879783
2893,-0.1761415582717322
2894,-0.21898506695653688
2895,-0.45946164529105993
2896,-0.31967880136247556
2897,-0.23659920979137586
2898,-0.2801317061204783
2899,-0.22843630547493116
2900,-0.4332895717610475
2901,-0.22668812512159428
2902,-0.27341101993291167
2903,-0.2750935632798836
2904,-0.16932479255307256
2905,-0.2936082061182375
2906,-0.1251633669449469
2907,-0.15709853245264732
2908,-0.254398444981361
2909,-0.19077487888983075
2910,-0.1780477675846742
2911,-0.20831226298762573
2912,-0.2959735592520857
2913,-0.29161510079696745
2914,-0.3845333267179337
2915,-0.3687289913247936
2916,-0.1832590352350737
2917,-0.3286000208408515
2918,-0.09018241958384053
2919,-0.3120922260549772
2920,-0.07934926271553694
2921,-0.41046575928901996
2922,-0.3334196866149313
2923,-0.42058535511125117
2924,-0.15278287131134488
2925,-0.21215241786332967
2926,-0.16900692256980115
2927,-0.32377241137546797
2928,-0.35068770094058016
2929,0.02647482967902312
2930,-0.21395256380917793
2931,-0.25023264215555663
2932,-0.050363103605681
2933,-0.15001287230585242
2934,-0.11048803769905757
2935,-0.24677002843369392
2936,-0.3770454287544516
2937,-0.31393305904820956
2938,-0.32970387075710206
2939,-0.01677058422460134
2940,-0.11954944324895025
2941,-0.06781978023428722
2942,-0.03805451512535928
2943,-0.2638147604686682
2944,-0.09730696204003766
2945,-0.2243082302448713
2946,-0.3518716270790885
2947,-0.3183645220319934
2948,-0.39292914487081876
2949,-0.11731115425982792
2950,-0.16595641794406546
2951,-0.3269193731489153
2952,-0.2997908921122633
2953,-0.2698168263972623
2954,-0.3666412076146724
2955,-0.3607849534846569
2956,-0.44696717886798926
2957,-0.05356834908574574
2958,-0.255735988460694
2959,-0.27549441897239446
2960,-0.13819339623707588
2961,-0.32808201069700754
2962,-0.3454024172550924
2963,-0.3491244898481349
2964,-0.3649024668511055
2965,-0.1524187148514746
2966,-0.3001343123977604
2967,-0.2009105138783835
2968,-0.2843675646430412
2969,-0.3445660531936902
2970,-0.3634576717469803
2971,-0.058367351048274244
2972,-0.21259514196648385
2973,-0.2371070360788336
2974,-0.09678840626013453
2975,-0.15589268356597677
2976,-0.07700718326548531
2977,-0.23439779237101033
2978,-0.19694921708540294
2979,-0.3235479774810924
2980,-0.10177819885345132
2981,-0.28219179407156003
2982,-0.2413387798703692
2983,-0.37327324677765356
2984,-0.11453085751482248
2985,-0.4169801582981041
2986,-0.2981836702801216
2987,-0.33908399377263526
2988,-0.4037611068164956
2989,-0.36889675177977865
2990,-0.388616265120356
2991,-0.3237751191980102
2992,-0.41391633608425044
2993,-0.21532684249696293
2994,-0.21868045604870193
2995,-0.20393364226032962
2996,-0.2564902581267807
2997,-0.3272675138399815
2998,-0.14676128492211912
2999,-0.32076623296351703
3000,-0.2616783006556132
3001,-0.24405601112217826
3002,-0.266511424756562
3003,-0.2610605803940545
3004,-0.20178043637074133
3005,-0.1585629679834648
3006,-0.30695374050127117
3007,0.10711100674243765
3008,-0.2130221882860704
3009,-0.07970116639158403
3010,-0.3050325004392142
3011,-0.25738384256937563
3012,-0.24615715379752812
3013,-0.3557856050869716
3014,-0.0884969915920508
3015,-0.4702983620044878
3016,-0.1652076513393527
3017,-0.24116939263690912
3018,-0.47092784006345156
3019,-0.19158762166918136
3020,-0.32440811735883623
3021,-0.18237082157749365
3022,-0.35315028073447935
3023,-0.36467273646063014
3024,-0.24419542449784606
3025,-0.3642772829548223
3026,-0.14584841864578346
3027,-0.4409181212956722
3028,-0.025961019676263856
3029,-0.06933362568375981
3030,-0.40976165706312967
3031,-0.31562083947399494
3032,0.035404773107086104
3033,-0.09276159721263363
3034,-0.4133185060110777
3035,-0.304128772984856
3036,0.14169237823690436
3037,-0.1482099789552549
3038,-0.35497242800012513
3039,-0.23397856534137187
3040,-0.2944414654881984
3041,-0.16932690359942923
3042,-0.1610331344520373
3043,-0.34338027428340523
3044,-0.1054585354806829
3045,-0.23762867929957157
3046,-0.12439782597694705
3047,-0.11564655854691944
3048,-0.22454103468053271
3049,-0.32597171994104507
3050,-0.3812943203479271
3051,-0.10280938558640841
3052,-0.21042166797666503
3053,-0.11126269977159553
3054,-0.2515930292767498
3055,-0.3736977924783471
3056,-0.14368743477868334
3057,-0.356483345668509
3058,-0.20648181719172495
3059,-0.3713679178314417
3060,-0.21198367731341236
3061,-0.3134306212520136
3062,-0.3171431287660603
3063,-0.1518002790245501
3064,-0.1788441870303681
3065,-0.1872331252812316
3066,-0.13771442527400193
3067,-0.3476349865775209
3068,-0.17565821512504043
3069,-0.459170737264657
3070,-0.20394306580924376
3071,-0.20260665253324997
3072,-0.16933622103929732
3073,-0.11582078857840568
3074,-0.16696088806796755
3075,-0.25316413232331336
3076,-0.3167248675161177
3077,-0.1336481630466259
3078,-0.11244967396462581
3079,-0.31054953273042374
3080,-0.3144762830799129
3081,-0.29574425202046656
3082,-0.3781295279282919
3083,-0.3020882786267199
3084,-0.21254972167877406
3085,-0.04055704946854001
3086,-0.24836946973527696
3087,-0.18172586654615733
3088,-0.20117826361316063
3089,-0.4365087943076802
3090,-0.3138722849639691
3091,-0.3157718062002496
3092,0.12174025742999019
3093,-0.36889315796055727
3094,-0.06380232952481141
3095,-0.46851648693542686
3096,-0.3280970965533255
3097,-0.1969242745107853
3098,-0.33031696912949077
3099,-0.13995890251330936
3100,-0.2882281875854301
3101,-0.2540114764165522
3102,-0.2800811719502913
3103,-0.23083895279108174
3104,-0.13348273488953685
3105,-0.2716873490095293
3106,-0.33881853117297517
3107,-0.055895207589132655
3108,-0.2722672701344591
3109,-0.18488010576234976
3110,-0.3128603052041789
3111,-0.28095088944947333
3112,-0.28884569468392407
3113,-0.30101146369768184
3114,-0.16946117404763267
3115,-0.26449748417421115
3116,-0.2894224519913785
3117,-0.16547607819649598
3118,-0.2509165712210382
3119,-0.4256119135130984
3120,-0.29609689710367937
3121,-0.3465925246940089
3122,-0.4702670203690215
3123,-0.2719596668148114
3124,-0.10643204016156459
3125,-0.27937689525917225
3126,-0.2870399884620037
3127,-0.24083776591624909
3128,-0.20926321809154286
3129,-0.13053812115114358
3130,-0.2161947193908513
3131,-0.41962481390879286
3132,-0.03045393848326142
3133,-0.39689712394521426
3134,-0.22992575210322597
3135,-0.22581092577578407
3136,-0.1803158346819508
3137,-0.30420881343922324
3138,-0.2379592030724066
3139,-0.26740640334300664
3140,-0.2554559812472392
3141,-0.20842990347737944
3142,-0.42194580027985124
3143,-0.2797154963740396
3144,-0.4348081458057954
3145,-0.23613617537284007
3146,-0.09665837143774395
3147,-0.38399304784428306
3148,-0.5315555213462575
3149,-0.26507176521902176
3150,-0.14705636230246538
3151,-0.15334417007252638
3152,-0.2535035581711757
3153,-0.33922808190082865
3154,-0.06335691265005614
3155,-0.16223226112054942
3156,-0.2768733424268735
3157,-0.2943551831174927
3158,-0.2535020174329345
3159,-0.29830276598205285
3160,-0.16056772363767893
3161,-0.22797159518341972
3162,-0.22818063690508544
3163,-0.2354320428609645
3164,-0.4999672170256485
3165,-0.17848035208165958
3166,-0.16342269597336095
3167,-0.15917210003557605
3168,-0.1634535855740494
3169,-0.4760491279620147
3170,-0.36435058286321487
3171,-0.22676475215935754
3172,-0.34562140034320993
3173,-0.1656362164544252
3174,-0.31181881116022336
3175,-0.02461508735522507
3176,0.002476184664472463
3177,0.024179542931868456
3178,-0.17950874984958284
3179,-0.046749091721565744
3180,-0.26770674960421503
3181,-0.34924131419767745
3182,-0.28997088416471023
3183,-0.35525637505070606
3184,-0.2207783461708424
3185,-0.2821060111061935
3186,-0.2286796553387431
3187,-0.12831746081391104
3188,-0.1512746633035678
3189,-0.15315753872591525
3190,-0.2367418385921294
3191,-0.45269375292312036
3192,-0.35853796828575174
3193,0.06814494068220091
3194,-0.06246763044706188
3195,-0.39663526152615225
3196,-0.14818300141052557
3197,-0.12931275146645002
3198,-0.2006127828689359
3199,-0.4770699344959782
3200,-0.3804379908733371
3201,-0.14247926316269324
3202,-0.32738141894039546
3203,-0.16237964157006957
3204,-0.38108200330304803
3205,-0.3063706161921567
3206,0.007339904088709723
3207,-0.37362313496617516
3208,-0.04704058308074224
3209,-0.25534256037871084
3210,-0.2779563946820408
3211,-0.22417094358480022
3212,-0.28478125151381356
3213,-0.036418007167892064
3214,-0.16728523954659238
3215,-0.3874209838871231
3216,-0.3071148343853505
3217,-0.11545132449620489
3218,-0.2479850708200154
3219,-0.28893922181155135
3220,-0.22484309510251416
3221,-0.26372357010794867
3222,-0.22007252715612868
3223,-0.07131463797620914
3224,-0.26709080916412015
3225,-0.02349412420956064
3226,-0.40560747673233183
3227,-0.4500808783457876
3228,-0.4869012551089499
3229,-0.40008134532706324
3230,-0.3413269736721163
3231,-0.14330374346636404
3232,-0.09459322794759678
3233,-0.19658295080195798
3234,-0.2613699376950221
3235,-0.25737465355953015
3236,-0.30787206690910807
3237,-0.2756980093758618
3238,-0.4031252778452521
3239,-0.36769514747213156
3240,-0.3497534537486428
3241,-0.34145200059909875
3242,-0.1211684073740106
3243,-0.364253217568663
3244,-0.040184557962646146
3245,-0.29091234662215665
3246,-0.3437736495161282
3247,-0.21355381498413503
3248,-0.21836209128667014
3249,-0.3157951710850388
3250,-0.23171537496897138
3251,-0.29478530009520604
3252,-0.3165506481255788
3253,-0.1653850303953053
3254,-0.22295366702911934
3255,-0.3080766884321795
3256,-0.21630296371632352
3257,-0.15081190061300823
3258,-0.41364358945609003
3259,-0.06849559477488337
3260,0.06791971136536287
3261,-0.16855701271447876
3262,-0.14862563397167974
3263,-0.17484448232774882
3264,-0.1584169622642679
3265,-0.15289950700328409
3266,-0.2501357093687556
3267,-0.17968177336711605
3268,-0.15858573942110385
3269,-0.40915256330340194
3270,-0.22693234722030362
3271,-0.12175078683371636
3272,-0.2252110764165737
3273,-0.06682697972383454
3274,-0.21889758111276922
3275,-0.32282599553026625
3276,-0.02869656256615021
3277,-0.04560425221612797
3278,-0.39376347058254424
3279,-0.285174695524091
3280,-0.28082171267987677
3281,-0.300735140962109
3282,-0.30835847475772893
3283,-0.29252306406292
3284,-0.07180525970410183
3285,-0.23696521614065533
3286,-0.07419741275766585
3287,-0.006462575248783457
3288,-0.3109530439763417
3289,-0.1101502327222007
3290,-0.23752282915461903
3291,-0.39737125015411634
3292,-0.4686904819153664
3293,-0.42158811023002185
3294,-0.27934367762845186
3295,-0.18136238539038052
3296,-0.214630002882791
3297,-0.1462270235598397
3298,-0.26607576408066497
3299,-0.3800142165511906
3300,-0.13365114482815485
3301,-0.05081853261939063
3302,-0.42434075331185966
3303,-0.21014463325034874
3304,-0.24789289422320213
3305,-0.22369435294000545
3306,-0.2590290312924682
3307,-0.14628238639951321
3308,-0.30891261101941897
3309,-0.2501842627405028
3310,-0.2902867598524579
3311,-0.14705528186383704
3312,-0.22607836736092127
3313,-0.2315605977902077
3314,-0.36014319249679966
3315,-0.12104395453306531
3316,-0.34869349247088355
3317,-0.23157250730241288
3318,-0.3066532909161884
3319,-0.2457277593555114
3320,-0.1660453181503974
3321,-0.2645225967122516
3322,-0.11075319512425309
3323,-0.23982047518498836
3324,0.02489401665579833
3325,-0.3364698837363865
3326,-0.18108438739389077
3327,-0.1080782638323737
3328,-0.10805393829521973
3329,-0.13953811655048604
3330,-0.18409142522265146
3331,-0.15556230910064076
3332,-0.3994588866882314
3333,-0.1950184973692189
3334,-0.24697820329331993
3335,-0.07453997194462474
3336,-0.15533190025688703
3337,-0.12180226859230689
3338,-0.3357271601235938
3339,-0.2062947205239768
3340,-0.2815384459028385
3341,-0.19653202690245908
3342,-0.2622915136830661
3343,-0.30534466344556804
3344,-0.36444155939158285
3345,-0.44182953115319884
3346,-0.2587641180047218
3347,-0.23594564593442602
3348,-0.27487280018391974
3349,-0.24974107315730532
3350,-0.2170481023458943
3351,-0.3525387915291947
3352,-0.2107579606773813
3353,-0.11683874280617064
3354,-0.23023112008069627
3355,-0.07285739712855333
3356,-0.3561327919644313
3357,0.02162576090487147
3358,-0.4149231531812999
3359,-0.05085051010559399
3360,-0.29628982921232544
3361,-0.2444591447565166
3362,-0.22687003986155838
3363,-0.1002904589867163
3364,-0.2709316972864385
3365,0.03844750652795833
3366,-0.19143981567614052
3367,-0.3584354229738008
3368,-0.3611352549349116
3369,-0.2880199893518754
3370,-0.17153396554168965
3371,-0.3913404965767963
3372,-0.3710190050577455
3373,-0.18618133394077258
3374,-0.2899147478524461
3375,-0.07680520100918224
3376,-0.117557113890066
3377,-0.3301961282451777
3378,-0.10965520344902926
3379,-0.457661783677391
3380,-0.3422195874411154
3381,-0.2599825577453408
3382,-0.2992386577618821
3383,-0.2986400406297873
3384,-0.3234837797656852
3385,-0.402541100119971
3386,-0.1824188324273651
3387,-0.3904429276062295
3388,-0.28053139957214707
3389,-0.21196716608704108
3390,-0.26652868012022596
3391,-0.10393399763628587
3392,-0.25000380091636504
3393,0.05704965644467962
3394,-0.23412302813135638
3395,-0.10137000220949897
3396,-0.2478268013179191
3397,-0.339408301937555
3398,-0.4658108286330571
3399,-0.16926942735615894
3400,-0.38965514710726984
3401,-0.10664734499563136
3402,-0.23900826023553398
3403,-0.23594006144227428
3404,-0.2837861214162848
3405,-0.1121558419970085
3406,-0.4169417045049004
3407,-0.23639944606766183
3408,-0.2422671801370283
3409,-0.27346852765971535
3410,-0.254503931736553
3411,-0.2550994507480975
3412,-0.5036674743992942
3413,-0.29655383980693956
3414,-0.2643183838335347
3415,-0.22217767722473888
3416,0.036232247923849964
3417,-0.2412293390816655
3418,-0.21618764272664578
3419,-0.12712067551045936
3420,-0.3898661479319497
3421,-0.35261121898957504
3422,-0.16981151515839574
3423,-0.19445011388865127
3424,-0.04584619315141219
3425,-0.3054061394101403
3426,-0.25069276495567244
3427,-0.16268060909899784
3428,-0.40230151792012225
3429,-0.21458479126318564
3430,-0.26406659878925753
3431,-0.25241919295534365
3432,-0.32922931036481246
3433,-0.24535981443028734
3434,-0.07289618027654345
3435,-0.25093602926686986
3436,-0.26995677504145404
3437,-0.09266597035461202
3438,-0.19970482492007754
3439,-0.2841177562632433
3440,-0.1284860414625994
3441,-0.30347234585613836
3442,-0.3608802299760695
3443,-0.35534915145841534
3444,-0.12269083702980825
3445,-0.00373034109407364
3446,-0.12355224322844166
3447,-0.28788413035634014
3448,-0.17313420665215074
3449,-0.3148719466860024
3450,-0.23780140120634216
3451,-0.11015924809328033
3452,-0.07307839377444117
3453,-0.33678155436782803
3454,-0.20213011753117485
3455,-0.3320926303436656
3456,-0.15967306064020517
3457,-0.18427306077466152
3458,-0.15589528322387336
3459,-0.19615354760998466
3460,-0.1285361356247654
3461,-0.04734536360902631
3462,-0.228164830038727
3463,-0.152103846212748
3464,-0.07415259771431347
3465,-0.36699332562458264
3466,-0.3247747208462103
3467,-0.30342932281376234
3468,-0.14730956634163775
3469,-0.2775991489253183
3470,-0.27658131861032376
3471,-0.3322737622479502
3472,-0.3290861562956542
3473,-0.26187086728228376
3474,-0.08670985770795739
3475,-0.30580709617798263
3476,-0.3510840735867193
3477,-0.14850754766511132
3478,-0.3323853757797675
3479,-0.22273471103821685
3480,-0.3412942197926188
3481,-0.13189202426738364
3482,-0.24147148606337723
3483,-0.3348285986094208
3484,-0.24871270572349854
3485,-0.46782663402535235
3486,-0.08947024411514232
3487,-0.1141703021618906
3488,-0.04426689026675189
3489,-0.21204139236799605
3490,-0.07559020453373802
3491,-0.199390661160995
3492,-0.16758415012920863
3493,-0.30393015466178824
3494,-0.21023522128315383
3495,-0.19019010924402746
3496,-0.37832476825111094
3497,-0.2243895356712193
3498,-0.031507589823016026
3499,-0.27642416620793187
3500,-0.2732199099410116
3501,-0.4306754294582183
3502,-0.11820297591769956
3503,-0.2515813491415658
3504,-0.21295591734869618
3505,-0.19734489402029248
3506,-0.254632965408538
3507,-0.11939546252007951
3508,-0.45165941400084647
3509,-0.36251875026571756
3510,-0.07102992541295995
3511,-0.26546973520939043
3512,-0.3201405208475675
3513,-0.2493326996654756
3514,-0.3251577346767427
3515,-0.28246966791459666
3516,-0.21707799117077048
3517,-0.2808401090266855
3518,-0.3302624322089283
3519,-0.32426307121847714
3520,-0.05522470677207609
