timestamp_utc,side,size,price,midpoint_proxy,effective_half_spread,transactionHash
2024-11-04 19:31:41+00:00,BUY,15.85,0.579,0.5785,0.0004999999999999449,0x0755e7e383c6a8ad9e6cb8026e6bbfa96338c40f0f27043262611b5463f358ce
2024-11-04 19:31:41+00:00,BUY,13.45,0.579,0.5785,0.0004999999999999449,0x8cbcba6bc8083ee85f0f3427c9d0c0921f6c7be1224308aa02f33e4c0f9dd785
2024-11-04 19:31:45+00:00,BUY,15.46,0.579,0.5785,0.0004999999999999449,0x0d8d0ddbb7bec2c3547233571a917f73f202e088549663fa8c359eacddbb86de
2024-11-04 19:31:47+00:00,BUY,172.71157,0.5789999998,0.5785,0.0004999998000000394,0x6af04eed2e987345c61c0a68255030ec1e7896283ae65f064e8a3c36ed670b5c
2024-11-04 19:31:51+00:00,BUY,12.99,0.579,0.5785,0.0004999999999999449,0xc82ca6ae53fe8ac6bc7fd7c52c73fbc3394ec2762671c4a0a149a7947c9c433f
2024-11-04 19:31:55+00:00,BUY,15.74,0.579,0.5785,0.0004999999999999449,0xb1ca93199aca15d6a75b908854015f4880cd8df8dc5d4459a800bb28a383ceac
2024-11-04 19:31:55+00:00,BUY,97.012087,0.5789999962,0.5785,0.0004999961999999636,0x7a3dcaddadc9c95de5d8113bcaf81200d7cf93b89a37c4e278fa6ac99fae7675
2024-11-04 19:31:57+00:00,BUY,13.27,0.579,0.5785,0.0004999999999999449,0x5650c97b611bec6cf030b4b0e549adb87bf6fae2ea9400963239c3faaa083bb0
2024-11-04 19:31:59+00:00,BUY,14.96,0.579,0.5785,0.0004999999999999449,0xe3a446f68872b66da5c5e90d10adc0735f4b68f1db078b2a1e3c028470d73d65
2024-11-04 19:31:59+00:00,SELL,517.24,0.578,0.5785,0.000500000000000056,0x92a40caef54a77b6d3502c64be199438941f25094b31353c3ab388d73cee02d4
2024-11-04 19:32:03+00:00,BUY,14.99,0.579,0.5785,0.0004999999999999449,0x66e6d4fc9a2020a909e8fe9ab24ee6a11facc8b239689fe8d7a83d48f225d460
2024-11-04 19:32:03+00:00,BUY,16.98,0.579,0.5785,0.0004999999999999449,0x6663e5e3543293f13af80b7dc2e263e047c74839cec2980d3bb8c985f4fac929
2024-11-04 19:32:03+00:00,BUY,184.835923,0.5790000032,0.5785,0.0005000031999999877,0x13a7d6c873da62a19d0173ffa389896894fd791df3da3f3463bd4ef84a6eaaea
2024-11-04 19:32:05+00:00,BUY,25.906733,0.5789999843,0.5785,0.0004999842999999782,0x8040fbae705bcb5fade2f19d95c1ee378016ec787675f18756a5506c36d86627
