Date,TAN ret,SPY ret,ICLN ret,p,Δp
2024-10-21,-0.011783515541920586,-0.001642173469649788,-0.00669646434029203,0.6485,0.04899999999999993
2024-10-22,0.010298033551825236,-0.00053117967032279,-0.0022472030954916455,0.6475,-0.0010000000000000009
2024-10-23,-0.006437763164971133,-0.009137365781024864,-0.017267188060532845,0.6155,-0.03199999999999992
2024-10-24,0.0045896076255484974,0.0021626945959039023,0.0022917628611056617,0.6405,0.02499999999999991
2024-10-25,0.04676166455688824,-0.0003452972949489208,0.00304882185053712,0.6385,-0.0020000000000000018
2024-10-28,0.023876807307831704,0.003091322288178766,0.009878347564253431,0.6585,0.020000000000000018
2024-10-29,-0.0358575943395637,0.0016183796278272933,-0.0173062401191052,0.6655,0.007000000000000006
2024-10-30,0.0111833166813744,-0.0030252091843017137,0.0038284794807792455,0.647,-0.01849999999999996
2024-10-31,0.024434190513169973,-0.01960297886667106,-0.0007626556047725108,0.6325,-0.014500000000000068
2024-11-01,-0.001004251272638701,0.004220259259989589,0.003816713952070616,0.5815,-0.050999999999999934
2024-11-04,0.0324201909244044,-0.0021538928400679502,0.022813735699769522,0.5855,0.0040000000000000036
2024-11-05,0.017283385862762124,0.012091924203754711,0.0037174674982072275,0.5825,-0.0030000000000000027
2024-11-06,-0.10863852792904938,0.02486548513056608,-0.07333343191798536,0.9975,0.41500000000000004
